waktu,line,soil_ec,soil_humidity,soil_temperature,co2,air_humidity,pressure,air_temperature
2023-06-29 06:10:31.396,1,346,28.45,23.5,635.0,61.0,1010.7,24.5
2023-06-29 06:20:32.773,1,340,28.45,23.5,635.0,61.0,1010.7,24.5
2023-06-29 13:01:27.513,1,199,24.8,26.2,472.0,39.5,1010.9,41.2
2023-06-29 13:11:28.886,1,195,25.17,26.3,467.0,46.0,1010.8,40.2
2023-06-29 13:19:01.630,1,0,6.81,29.0,463.0,38.0,1010.6,39.7
2023-06-29 13:29:02.669,1,439,23.82,27.6,436.0,35.0,1010.6,39.4
2023-06-29 13:39:04.017,1,459,23.5,27.2,427.0,33.0,1010.3,39.8
2023-06-29 13:49:05.390,1,471,23.41,27.2,450.0,32.5,1010.1,38.7
2023-06-29 13:59:06.776,1,478,23.41,27.2,472.0,30.0,1010.1,40.6
2023-06-29 14:04:16.101,2,723,31.9,29.1,472.0,30.0,1010.1,40.6
2023-06-29 14:09:08.127,1,484,23.35,27.3,442.0,31.5,1010.0,35.9
2023-06-29 14:14:17.491,2,723,31.9,29.0,442.0,31.5,1010.0,35.9
2023-06-29 14:19:09.488,1,490,23.35,27.3,442.0,35.0,1009.9,34.9
2023-06-29 14:24:18.856,2,723,31.74,29.0,442.0,35.0,1009.9,34.9
2023-06-29 14:29:10.853,1,494,23.35,27.4,433.0,35.0,1009.9,34.7
2023-06-29 14:34:20.229,2,722,31.74,29.0,433.0,35.0,1009.9,34.7
2023-06-29 14:39:12.222,1,499,23.35,27.5,443.0,34.5,1009.7,34.2
2023-06-29 14:49:13.603,1,502,23.35,27.6,442.0,35.0,1009.7,33.6
2023-06-29 14:54:22.965,2,723,31.61,28.9,442.0,35.0,1009.7,33.6
2023-06-29 14:59:14.968,1,505,23.29,27.7,433.0,35.0,1009.6,33.8
2023-06-29 15:04:24.328,2,720,31.55,28.8,433.0,35.0,1009.6,33.8
2023-06-29 15:09:16.334,1,507,23.29,27.8,456.0,35.0,1009.5,34.2
2023-06-29 15:14:25.689,2,720,31.48,28.8,456.0,35.0,1009.5,34.2
2023-06-29 15:19:17.704,1,509,23.29,27.9,448.0,34.5,1009.4,34.5
2023-06-29 15:24:27.071,2,721,31.48,28.7,448.0,34.5,1009.4,34.5
2023-06-29 15:29:19.060,1,510,23.35,28.0,448.0,36.0,1009.2,34.5
2023-06-29 15:34:28.426,2,722,31.41,28.7,448.0,36.0,1009.2,34.5
2023-06-29 15:39:20.427,1,513,23.35,28.1,454.0,35.5,1009.2,34.6
2023-06-29 15:44:29.799,2,722,31.41,28.7,454.0,35.5,1009.2,34.6
2023-06-29 15:49:21.805,1,514,23.29,28.2,428.0,35.0,1009.0,34.6
2023-06-29 15:54:31.159,2,723,31.41,28.6,428.0,35.0,1009.0,34.6
2023-06-29 15:59:23.162,1,517,23.35,28.2,424.0,35.5,1009.1,34.2
2023-06-29 16:04:32.525,2,723,31.41,28.6,424.0,35.5,1009.1,34.2
2023-06-29 16:06:26.464,3,1022,44.38,27.7,424.0,35.5,1009.1,34.2
2023-06-29 16:09:24.532,1,517,23.35,28.3,449.0,36.5,1009.1,33.9
2023-06-29 16:14:33.890,2,726,31.35,28.5,449.0,36.5,1009.1,33.9
2023-06-29 16:16:27.828,3,1023,44.29,27.6,449.0,36.5,1009.1,33.9
2023-06-29 16:19:25.895,1,519,23.35,28.4,436.0,37.0,1009.1,33.9
2023-06-29 16:24:35.258,2,725,31.35,28.4,436.0,37.0,1009.1,33.9
2023-06-29 16:26:29.206,3,1024,44.29,27.6,436.0,37.0,1009.1,33.9
2023-06-29 16:29:27.263,1,521,23.35,28.5,434.0,35.0,1009.2,33.9
2023-06-29 16:34:36.631,2,726,31.35,28.4,434.0,35.0,1009.2,33.9
2023-06-29 16:36:30.572,3,1024,44.29,27.5,434.0,35.0,1009.2,33.9
2023-06-29 16:39:28.641,1,521,23.35,28.6,440.0,34.5,1009.0,33.9
2023-06-29 16:44:37.971,2,726,31.35,28.3,440.0,34.5,1009.0,33.9
2023-06-29 16:46:31.934,3,1025,44.18,27.5,440.0,34.5,1009.0,33.9
2023-06-29 16:49:30.003,1,522,23.35,28.7,444.0,35.0,1009.0,34.0
2023-06-29 16:54:39.343,2,727,31.21,28.3,444.0,35.0,1009.0,34.0
2023-06-29 16:56:33.297,3,1025,44.18,27.4,444.0,35.0,1009.0,34.0
2023-06-29 16:59:31.362,1,522,23.35,28.7,440.0,37.0,1008.9,33.2
2023-06-29 17:04:40.707,2,728,31.21,28.2,440.0,37.0,1008.9,33.2
2023-06-29 17:06:34.667,3,1026,44.18,27.3,440.0,37.0,1008.9,33.2
2023-06-29 17:09:32.742,1,523,23.29,28.8,446.0,36.5,1008.9,33.1
2023-06-29 17:14:42.065,2,729,31.21,28.1,446.0,36.5,1008.9,33.1
2023-06-29 17:16:36.022,3,1027,43.99,27.3,446.0,36.5,1008.9,33.1
2023-06-29 17:19:34.099,1,523,23.29,28.8,449.0,38.0,1008.9,32.7
2023-06-29 17:24:43.421,2,730,31.21,28.1,449.0,38.0,1008.9,32.7
2023-06-29 17:26:37.382,3,1028,43.99,27.2,449.0,38.0,1008.9,32.7
2023-06-29 17:29:35.473,1,523,23.35,28.8,446.0,38.0,1009.0,31.7
2023-06-29 17:34:44.780,2,730,31.21,28.0,446.0,38.0,1009.0,31.7
2023-06-29 17:36:38.749,3,1028,43.99,27.2,446.0,38.0,1009.0,31.7
2023-06-29 17:39:36.825,1,524,23.29,28.9,452.0,40.0,1009.1,30.7
2023-06-29 17:44:46.155,2,731,31.21,28.0,452.0,40.0,1009.1,30.7
2023-06-29 17:46:40.106,3,1030,43.99,27.1,452.0,40.0,1009.1,30.7
2023-06-29 17:49:38.197,1,524,23.29,28.9,461.0,46.0,1009.1,29.3
2023-06-29 17:54:47.511,2,732,31.21,27.9,461.0,46.0,1009.1,29.3
2023-06-29 17:56:41.470,3,1030,43.99,27.1,461.0,46.0,1009.1,29.3
2023-06-29 17:59:39.551,1,525,23.29,28.9,464.0,44.5,1009.2,28.4
2023-06-29 18:04:48.871,2,732,31.13,27.9,464.0,44.5,1009.2,28.4
2023-06-29 18:09:40.921,1,525,23.24,28.9,450.0,45.5,1009.2,27.8
2023-06-29 18:14:50.235,2,733,31.13,27.8,450.0,45.5,1009.2,27.8
2023-06-29 18:16:44.199,3,1031,43.79,26.9,450.0,45.5,1009.2,27.8
2023-06-29 18:19:42.291,1,526,23.29,28.9,460.0,47.5,1009.2,27.7
2023-06-29 18:24:51.610,2,734,31.13,27.7,460.0,47.5,1009.2,27.7
2023-06-29 18:26:45.563,3,1031,43.89,26.9,460.0,47.5,1009.2,27.7
2023-06-29 18:29:43.659,1,527,23.29,28.8,447.0,46.0,1009.3,27.3
2023-06-29 18:34:52.951,2,733,31.13,27.7,447.0,46.0,1009.3,27.3
2023-06-29 18:36:46.931,3,1032,43.79,26.8,447.0,46.0,1009.3,27.3
2023-06-29 18:39:45.015,1,526,23.29,28.8,451.0,46.5,1009.2,27.0
2023-06-29 18:44:54.320,2,735,31.13,27.6,451.0,46.5,1009.2,27.0
2023-06-29 18:46:48.289,3,1033,43.79,26.7,468.0,46.0,1009.2,26.4
2023-06-29 18:49:46.384,1,527,23.24,28.7,468.0,46.0,1009.2,26.4
2023-06-29 18:54:55.700,2,734,31.13,27.6,468.0,46.0,1009.2,26.4
2023-06-29 18:56:49.638,3,1033,43.79,26.7,439.0,47.0,1009.2,26.1
2023-06-29 18:59:47.772,1,528,23.24,28.6,439.0,47.0,1009.2,26.1
2023-06-29 19:04:57.045,2,735,31.07,27.5,439.0,47.0,1009.2,26.1
2023-06-29 19:06:51.005,3,1033,43.69,26.6,469.0,47.0,1009.3,25.8
2023-06-29 19:09:49.129,1,528,23.24,28.6,469.0,47.0,1009.3,25.8
2023-06-29 19:14:58.418,2,735,31.07,27.5,469.0,47.0,1009.3,25.8
2023-06-29 19:16:52.363,3,1034,43.69,26.5,460.0,48.0,1009.3,25.4
2023-06-29 19:19:50.485,1,528,23.24,28.5,460.0,48.0,1009.3,25.4
2023-06-29 19:24:59.768,2,734,31.07,27.4,460.0,48.0,1009.3,25.4
2023-06-29 19:26:53.733,3,1035,43.69,26.4,481.0,48.5,1009.3,25.0
2023-06-29 19:29:51.854,1,529,23.2,28.4,481.0,48.5,1009.3,25.0
2023-06-29 19:35:01.134,2,735,31.07,27.4,481.0,48.5,1009.3,25.0
2023-06-29 19:36:55.097,3,1034,43.69,26.4,450.0,48.5,1009.3,25.0
2023-06-29 19:39:53.209,1,529,23.2,28.3,450.0,48.5,1009.3,25.0
2023-06-29 19:45:02.507,2,735,31.0,27.3,450.0,48.5,1009.3,25.0
2023-06-29 19:46:56.453,3,1035,43.69,26.3,464.0,48.5,1009.6,25.2
2023-06-29 19:49:54.575,1,529,23.2,28.2,464.0,48.5,1009.6,25.2
2023-06-29 19:55:03.875,2,735,31.0,27.2,464.0,48.5,1009.6,25.2
2023-06-29 19:56:57.831,3,1035,43.59,26.2,444.0,48.5,1009.6,25.3
2023-06-29 19:59:55.945,1,529,23.2,28.1,444.0,48.5,1009.6,25.3
2023-06-29 20:05:05.216,2,735,31.0,27.2,444.0,48.5,1009.6,25.3
2023-06-29 20:06:59.188,3,1034,43.59,26.1,461.0,47.5,1009.6,25.3
2023-06-29 20:09:57.327,1,530,23.14,28.0,461.0,47.5,1009.6,25.3
2023-06-29 20:15:06.606,2,735,31.0,27.1,461.0,47.5,1009.6,25.3
2023-06-29 20:17:00.566,3,1034,43.59,26.1,468.0,47.0,1009.7,25.3
2023-06-29 20:19:58.678,1,530,23.14,28.0,468.0,47.0,1009.7,25.3
2023-06-29 20:25:07.954,2,735,31.0,27.0,468.0,47.0,1009.7,25.3
2023-06-29 20:27:01.902,3,1034,43.39,26.0,478.0,48.0,1009.7,25.1
2023-06-29 20:30:00.051,1,529,23.14,27.9,478.0,48.0,1009.7,25.1
2023-06-29 20:35:09.308,2,735,31.0,27.0,478.0,48.0,1009.7,25.1
2023-06-29 20:37:03.271,3,1036,43.39,25.9,459.0,49.5,1009.7,24.7
2023-06-29 20:40:01.412,1,529,23.14,27.8,459.0,49.5,1009.7,24.7
2023-06-29 20:45:10.689,2,736,30.93,26.9,459.0,49.5,1009.7,24.7
2023-06-29 20:47:04.640,3,1036,43.39,25.9,463.0,52.0,1009.6,24.1
2023-06-29 20:50:02.780,1,529,23.14,27.7,463.0,52.0,1009.6,24.1
2023-06-29 20:55:12.050,2,736,30.93,26.8,463.0,52.0,1009.6,24.1
2023-06-29 20:57:05.983,3,1037,43.39,25.8,483.0,55.0,1009.7,23.4
2023-06-29 21:00:04.153,1,529,23.14,27.6,483.0,55.0,1009.7,23.4
2023-06-29 21:05:13.405,2,736,30.93,26.8,483.0,55.0,1009.7,23.4
2023-06-29 21:07:07.348,3,1036,43.28,25.8,470.0,56.0,1009.7,23.3
2023-06-29 21:10:05.522,1,528,23.14,27.6,470.0,56.0,1009.7,23.3
2023-06-29 21:15:14.774,2,736,30.93,26.7,470.0,56.0,1009.7,23.3
2023-06-29 21:17:08.716,3,1036,43.28,25.7,459.0,54.0,1009.6,23.7
2023-06-29 21:20:06.866,1,528,23.14,27.5,459.0,54.0,1009.6,23.7
2023-06-29 21:25:16.131,2,736,30.93,26.7,459.0,54.0,1009.6,23.7
2023-06-29 21:27:10.072,3,1036,43.28,25.6,468.0,54.0,1009.8,23.9
2023-06-29 21:30:08.255,1,528,23.08,27.4,468.0,54.0,1009.8,23.9
2023-06-29 21:35:17.487,2,737,30.86,26.6,468.0,54.0,1009.8,23.9
2023-06-29 21:37:11.431,3,1037,43.18,25.6,488.0,56.0,1009.8,23.4
2023-06-29 21:40:09.607,1,527,23.08,27.3,488.0,56.0,1009.8,23.4
2023-06-29 21:45:18.840,2,737,30.86,26.6,488.0,56.0,1009.8,23.4
2023-06-29 21:47:12.794,3,1039,43.18,25.5,465.0,58.5,1009.8,23.2
2023-06-29 21:50:10.985,1,527,23.08,27.3,465.0,58.5,1009.8,23.2
2023-06-29 21:55:20.201,2,737,30.86,26.5,465.0,58.5,1009.8,23.2
2023-06-29 21:57:14.161,3,1037,43.18,25.5,483.0,61.0,1009.9,23.0
2023-06-29 22:00:12.358,1,526,23.08,27.2,483.0,61.0,1009.9,23.0
2023-06-29 22:05:21.556,2,737,30.86,26.5,483.0,61.0,1009.9,23.0
2023-06-29 22:07:15.507,3,1038,43.18,25.4,478.0,60.5,1009.9,22.9
2023-06-29 22:10:13.703,1,526,23.08,27.1,478.0,60.5,1009.9,22.9
2023-06-29 22:15:22.917,2,737,30.86,26.4,478.0,60.5,1009.9,22.9
2023-06-29 22:17:16.874,3,1038,43.18,25.4,474.0,60.5,1009.8,23.2
2023-06-29 22:20:15.087,1,525,23.08,27.0,474.0,60.5,1009.8,23.2
2023-06-29 22:25:24.296,2,737,30.86,26.4,474.0,60.5,1009.8,23.2
2023-06-29 22:27:18.228,3,1039,43.08,25.3,463.0,60.5,1009.8,23.3
2023-06-29 22:30:16.437,1,524,23.03,27.0,463.0,60.5,1009.8,23.3
2023-06-29 22:35:25.640,2,737,30.86,26.3,463.0,60.5,1009.8,23.3
2023-06-29 22:37:19.593,3,1039,43.18,25.3,480.0,61.5,1009.8,23.1
2023-06-29 22:40:17.808,1,524,23.08,26.9,480.0,61.5,1009.8,23.1
2023-06-29 22:45:26.989,2,737,30.8,26.3,480.0,61.5,1009.8,23.1
2023-06-29 22:47:20.941,3,1040,43.08,25.3,475.0,61.5,1009.7,23.0
2023-06-29 22:50:19.185,1,524,23.08,26.8,475.0,61.5,1009.7,23.0
2023-06-29 22:55:28.345,2,737,30.8,26.2,475.0,61.5,1009.7,23.0
2023-06-29 22:57:22.290,3,1040,43.08,25.2,470.0,62.5,1009.7,22.8
2023-06-29 23:00:20.543,1,522,23.03,26.8,470.0,62.5,1009.7,22.8
2023-06-29 23:05:29.712,2,737,30.8,26.2,470.0,62.5,1009.7,22.8
2023-06-29 23:07:23.672,3,1039,43.08,25.2,466.0,63.5,1009.7,22.8
2023-06-29 23:10:21.886,1,522,23.08,26.7,466.0,63.5,1009.7,22.8
2023-06-29 23:15:31.086,2,738,30.8,26.1,466.0,63.5,1009.7,22.8
2023-06-29 23:17:25.028,3,1041,43.08,25.2,481.0,64.5,1009.9,22.6
2023-06-29 23:20:23.245,1,522,23.03,26.7,481.0,64.5,1009.9,22.6
2023-06-29 23:25:32.433,2,738,30.8,26.1,481.0,64.5,1009.9,22.6
2023-06-29 23:27:26.381,3,1040,43.08,25.1,488.0,65.0,1009.9,22.6
2023-06-29 23:30:24.623,1,521,23.03,26.6,488.0,65.0,1009.9,22.6
2023-06-29 23:35:33.799,2,737,30.8,26.1,488.0,65.0,1009.9,22.6
2023-06-29 23:37:27.731,3,1040,43.08,25.1,484.0,65.0,1009.9,22.5
2023-06-29 23:40:25.973,1,521,23.03,26.5,484.0,65.0,1009.9,22.5
2023-06-29 23:45:35.165,2,737,30.66,26.0,484.0,65.0,1009.9,22.5
2023-06-29 23:47:29.086,3,1041,42.87,25.1,494.0,65.5,1009.8,22.7
2023-06-29 23:50:27.340,1,520,23.03,26.5,494.0,65.5,1009.8,22.7
2023-06-29 23:55:36.542,2,737,30.66,26.0,494.0,65.5,1009.8,22.7
2023-06-29 23:57:30.468,3,1041,42.87,25.0,464.0,66.5,1009.7,22.5
2023-06-30 00:00:28.702,1,519,23.03,26.4,464.0,66.5,1009.7,22.5
2023-06-30 00:05:37.897,2,738,30.66,25.9,464.0,66.5,1009.7,22.5
2023-06-30 00:07:31.824,3,1041,42.87,25.0,475.0,67.5,1009.8,22.4
2023-06-30 00:10:30.057,1,519,23.03,26.4,475.0,67.5,1009.8,22.4
2023-06-30 00:15:39.272,2,739,30.66,25.9,475.0,67.5,1009.8,22.4
2023-06-30 00:17:33.183,3,1041,42.87,25.0,487.0,68.5,1009.8,22.2
2023-06-30 00:20:31.415,1,518,22.99,26.4,487.0,68.5,1009.8,22.2
2023-06-30 00:25:40.645,2,739,30.66,25.9,487.0,68.5,1009.8,22.2
2023-06-30 00:27:34.537,3,1041,42.87,24.9,497.0,74.5,1009.8,21.8
2023-06-30 00:30:32.781,1,517,23.08,26.3,497.0,74.5,1009.8,21.8
2023-06-30 00:35:42.012,2,739,30.8,25.8,497.0,74.5,1009.8,21.8
2023-06-30 00:37:35.918,3,1040,42.87,24.9,478.0,79.5,1009.6,21.0
2023-06-30 00:40:34.137,1,518,23.08,26.3,478.0,79.5,1009.6,21.0
2023-06-30 00:45:43.375,2,738,30.8,25.8,478.0,79.5,1009.6,21.0
2023-06-30 00:47:37.267,3,1043,42.77,24.9,505.0,82.5,1009.7,20.5
2023-06-30 00:50:35.491,1,517,23.08,26.2,505.0,82.5,1009.7,20.5
2023-06-30 00:55:44.739,2,739,30.8,25.8,505.0,82.5,1009.7,20.5
2023-06-30 00:57:38.634,3,1046,42.87,24.8,526.0,84.0,1009.7,20.2
2023-06-30 01:00:36.856,1,517,23.14,26.2,526.0,84.0,1009.7,20.2
2023-06-30 01:05:46.081,2,740,30.66,25.7,526.0,84.0,1009.7,20.2
2023-06-30 01:07:39.983,3,1049,42.87,24.8,534.0,87.5,1009.7,20.1
2023-06-30 01:10:38.247,1,516,23.14,26.1,534.0,87.5,1009.7,20.1
2023-06-30 01:15:47.427,2,738,30.8,25.7,534.0,87.5,1009.7,20.1
2023-06-30 01:17:41.337,3,1049,42.77,24.8,537.0,88.0,1009.8,19.9
2023-06-30 01:20:39.611,1,517,23.08,26.1,537.0,88.0,1009.8,19.9
2023-06-30 01:25:48.799,2,739,30.8,25.7,537.0,88.0,1009.8,19.9
2023-06-30 01:27:42.704,3,1048,42.87,24.7,547.0,88.5,1009.8,19.8
2023-06-30 01:30:40.958,1,516,23.08,26.1,547.0,88.5,1009.8,19.8
2023-06-30 01:35:50.150,2,739,30.8,25.6,547.0,88.5,1009.8,19.8
2023-06-30 01:37:44.051,3,1049,42.77,24.7,549.0,88.0,1009.7,19.8
2023-06-30 01:40:42.341,1,515,23.08,26.0,549.0,88.0,1009.7,19.8
2023-06-30 01:45:51.525,2,739,30.66,25.6,549.0,88.0,1009.7,19.8
2023-06-30 01:47:45.417,3,1052,42.77,24.6,585.0,89.0,1009.7,19.6
2023-06-30 01:50:43.690,1,516,23.08,26.0,585.0,89.0,1009.7,19.6
2023-06-30 01:55:52.892,2,739,30.66,25.6,585.0,89.0,1009.7,19.6
2023-06-30 01:57:46.782,3,1050,42.77,24.6,567.0,89.0,1009.5,19.7
2023-06-30 02:00:45.050,1,515,23.08,25.9,567.0,89.0,1009.5,19.7
2023-06-30 02:05:54.258,2,740,30.66,25.5,567.0,89.0,1009.5,19.7
2023-06-30 02:07:48.128,3,1052,42.77,24.6,545.0,89.0,1009.5,19.6
2023-06-30 02:10:46.424,1,515,23.08,25.9,545.0,89.0,1009.5,19.6
2023-06-30 02:15:55.614,2,739,30.66,25.5,545.0,89.0,1009.5,19.6
2023-06-30 02:17:49.495,3,1054,42.77,24.5,548.0,90.0,1009.6,19.6
2023-06-30 02:20:47.778,1,513,23.08,25.8,548.0,90.0,1009.6,19.6
2023-06-30 02:25:56.983,2,739,30.66,25.5,548.0,90.0,1009.6,19.6
2023-06-30 02:27:50.861,3,1056,42.77,24.5,550.0,90.0,1009.4,19.6
2023-06-30 02:30:49.134,1,513,23.03,25.8,550.0,90.0,1009.4,19.6
2023-06-30 02:35:58.346,2,740,30.66,25.4,550.0,90.0,1009.4,19.6
2023-06-30 02:37:52.206,3,1058,42.77,24.5,533.0,89.0,1009.5,19.6
2023-06-30 02:40:50.512,1,512,23.08,25.8,533.0,89.0,1009.5,19.6
2023-06-30 02:45:59.712,2,739,30.66,25.4,533.0,89.0,1009.5,19.6
2023-06-30 02:47:53.578,3,1062,42.77,24.4,549.0,88.0,1009.5,19.4
2023-06-30 02:50:51.857,1,511,23.08,25.7,549.0,88.0,1009.5,19.4
2023-06-30 02:56:01.059,2,739,30.6,25.4,549.0,88.0,1009.5,19.4
2023-06-30 02:57:54.924,3,1063,42.87,24.4,538.0,88.0,1009.4,19.4
2023-06-30 03:00:53.222,1,510,23.03,25.7,538.0,88.0,1009.4,19.4
2023-06-30 03:06:02.434,2,739,30.6,25.3,538.0,88.0,1009.4,19.4
2023-06-30 03:07:56.291,3,1061,42.77,24.4,563.0,88.5,1009.3,19.1
2023-06-30 03:10:54.606,1,509,23.08,25.7,563.0,88.5,1009.3,19.1
2023-06-30 03:16:03.804,2,740,30.6,25.3,563.0,88.5,1009.3,19.1
2023-06-30 03:17:57.660,3,1062,42.77,24.3,547.0,88.0,1009.3,18.8
2023-06-30 03:20:55.968,1,509,23.08,25.6,547.0,88.0,1009.3,18.8
2023-06-30 03:26:05.156,2,740,30.6,25.2,547.0,88.0,1009.3,18.8
2023-06-30 03:27:59.017,3,1063,42.77,24.3,564.0,89.0,1009.3,18.6
2023-06-30 03:36:06.504,2,739,30.6,25.2,564.0,89.0,1009.3,18.6
2023-06-30 03:38:00.365,3,1064,42.77,24.2,586.0,89.5,1009.3,18.4
2023-06-30 03:40:58.696,1,507,23.03,25.5,586.0,89.5,1009.3,18.4
2023-06-30 03:46:07.877,2,740,30.6,25.2,586.0,89.5,1009.3,18.4
2023-06-30 03:48:01.743,3,1065,42.77,24.2,620.0,90.5,1009.4,18.3
2023-06-30 03:51:00.061,1,505,23.03,25.5,620.0,90.5,1009.4,18.3
2023-06-30 03:56:09.244,2,740,30.6,25.1,620.0,90.5,1009.4,18.3
2023-06-30 03:58:03.105,3,1065,42.77,24.1,620.0,90.5,1009.4,18.3
2023-06-30 04:01:01.428,1,505,23.03,25.4,620.0,90.5,1009.4,18.3
2023-06-30 04:06:10.597,2,739,30.53,25.1,542.0,91.0,1009.4,18.4
2023-06-30 04:08:04.458,3,1066,42.77,24.1,542.0,91.0,1009.4,18.4
2023-06-30 04:11:02.788,1,503,23.03,25.4,542.0,91.0,1009.4,18.4
2023-06-30 04:16:11.964,2,740,30.53,25.1,542.0,91.0,1009.4,18.4
2023-06-30 04:18:05.836,3,1068,42.77,24.0,542.0,90.0,1009.5,18.9
2023-06-30 04:21:05.200,1,502,23.03,25.4,542.0,90.0,1009.5,18.9
2023-06-30 04:26:13.340,2,739,30.53,25.0,542.0,90.0,1009.5,18.9
2023-06-30 04:28:07.182,3,1068,42.77,24.0,541.0,89.5,1009.3,19.3
2023-06-30 04:31:06.545,1,501,23.03,25.3,541.0,89.5,1009.3,19.3
2023-06-30 04:36:14.695,2,740,30.53,25.0,541.0,89.5,1009.3,19.3
2023-06-30 04:38:08.539,3,1069,42.66,24.0,525.0,89.0,1009.1,19.6
2023-06-30 04:41:07.917,1,500,23.03,25.3,525.0,89.0,1009.1,19.6
2023-06-30 04:46:16.044,2,740,30.47,24.9,525.0,89.0,1009.1,19.6
2023-06-30 04:48:09.898,3,1069,42.66,23.9,535.0,87.5,1009.0,20.0
2023-06-30 04:51:09.287,1,499,23.03,25.2,535.0,87.5,1009.0,20.0
2023-06-30 04:56:17.397,2,739,30.47,24.9,535.0,87.5,1009.0,20.0
2023-06-30 04:58:11.250,3,1069,42.77,23.9,525.0,86.5,1008.8,20.3
2023-06-30 05:01:10.650,1,497,22.99,25.2,525.0,86.5,1008.8,20.3
2023-06-30 05:06:18.761,2,739,30.47,24.9,525.0,86.5,1008.8,20.3
2023-06-30 05:08:12.605,3,1070,42.66,23.9,509.0,84.0,1008.8,21.2
2023-06-30 05:11:12.003,1,496,23.03,25.2,509.0,84.0,1008.8,21.2
2023-06-30 05:16:20.126,2,739,30.47,24.8,509.0,84.0,1008.8,21.2
2023-06-30 05:18:13.975,3,1070,42.66,23.9,524.0,80.5,1008.7,22.5
2023-06-30 05:21:13.380,1,495,23.03,25.1,524.0,80.5,1008.7,22.5
2023-06-30 05:26:21.510,2,739,30.47,24.8,524.0,80.5,1008.7,22.5
2023-06-30 05:28:15.315,3,1068,42.66,23.9,532.0,77.0,1008.4,23.5
2023-06-30 05:31:14.745,1,494,23.03,25.1,532.0,77.0,1008.4,23.5
2023-06-30 05:36:22.866,2,740,30.47,24.8,532.0,77.0,1008.4,23.5
2023-06-30 05:38:16.669,3,1067,42.77,24.0,521.0,74.0,1008.5,23.8
2023-06-30 05:41:16.117,1,493,23.03,25.1,521.0,74.0,1008.5,23.8
2023-06-30 05:46:24.234,2,740,30.47,24.8,521.0,74.0,1008.5,23.8
2023-06-30 05:48:18.031,3,1065,42.77,24.0,515.0,71.0,1008.4,24.7
2023-06-30 05:51:17.469,1,491,22.99,25.1,515.0,71.0,1008.4,24.7
2023-06-30 05:56:25.602,2,740,30.47,24.8,515.0,71.0,1008.4,24.7
2023-06-30 05:58:19.399,3,1064,42.77,24.1,510.0,68.0,1008.7,25.4
2023-06-30 06:01:18.851,1,491,23.03,25.0,510.0,68.0,1008.7,25.4
2023-06-30 06:06:26.945,2,740,30.41,24.8,510.0,68.0,1008.7,25.4
2023-06-30 06:08:20.756,3,1063,42.77,24.2,517.0,68.0,1008.7,25.4
2023-06-30 06:11:20.209,1,489,23.03,25.0,517.0,68.0,1008.7,25.4
2023-06-30 06:16:28.334,2,740,30.41,24.8,517.0,68.0,1008.7,25.4
2023-06-30 06:18:22.124,3,1062,42.87,24.3,491.0,61.5,1008.8,27.0
2023-06-30 06:21:21.567,1,488,22.99,25.0,491.0,61.5,1008.8,27.0
2023-06-30 06:26:29.693,2,740,30.41,24.8,491.0,61.5,1008.8,27.0
2023-06-30 06:28:23.487,3,1060,42.87,24.4,512.0,60.5,1008.9,27.5
2023-06-30 06:31:22.921,1,487,22.99,25.0,512.0,60.5,1008.9,27.5
2023-06-30 06:36:31.041,2,740,30.41,24.8,512.0,60.5,1008.9,27.5
2023-06-30 06:38:24.834,3,1059,43.08,24.6,493.0,65.0,1008.9,26.2
2023-06-30 06:41:24.297,1,485,22.99,25.0,493.0,65.0,1008.9,26.2
2023-06-30 06:46:32.397,2,740,30.41,24.9,493.0,65.0,1008.9,26.2
2023-06-30 06:48:26.214,3,1058,43.18,24.7,508.0,62.0,1008.6,26.7
2023-06-30 06:51:25.652,1,484,22.99,25.0,508.0,62.0,1008.6,26.7
2023-06-30 06:56:33.753,2,742,30.41,24.9,508.0,62.0,1008.6,26.7
2023-06-30 06:58:27.583,3,1058,43.18,24.9,481.0,61.0,1008.6,27.6
2023-06-30 07:01:27.019,1,484,22.99,25.0,481.0,61.0,1008.6,27.6
2023-06-30 07:06:35.138,2,740,30.41,25.0,481.0,61.0,1008.6,27.6
2023-06-30 07:08:28.928,3,1058,43.18,25.0,481.0,61.5,1008.6,26.8
2023-06-30 07:11:28.372,1,483,22.99,25.0,481.0,61.5,1008.6,26.8
2023-06-30 07:16:36.494,2,741,30.41,25.1,481.0,61.5,1008.6,26.8
2023-06-30 07:18:30.284,3,1058,43.28,25.1,503.0,63.0,1008.6,26.3
2023-06-30 07:21:29.740,1,481,22.99,25.1,503.0,63.0,1008.6,26.3
2023-06-30 07:26:37.849,2,741,30.41,25.1,503.0,63.0,1008.6,26.3
2023-06-30 07:28:31.670,3,1057,43.28,25.2,489.0,63.0,1008.3,25.9
2023-06-30 07:31:31.130,1,480,22.99,25.1,489.0,63.0,1008.3,25.9
2023-06-30 07:36:39.234,2,740,30.41,25.2,489.0,63.0,1008.3,25.9
2023-06-30 07:38:33.052,3,1057,43.28,25.3,470.0,62.5,1008.3,26.3
2023-06-30 07:41:32.474,1,479,22.99,25.1,470.0,62.5,1008.3,26.3
2023-06-30 07:46:40.580,2,740,30.41,25.3,470.0,62.5,1008.3,26.3
2023-06-30 07:48:34.392,3,1057,43.39,25.4,475.0,62.5,1008.2,26.1
2023-06-30 07:51:33.853,1,478,22.99,25.1,475.0,62.5,1008.2,26.1
